sample,copy,area_season,season,enviro,study.area,domestication,DESCRIPTION,state,grass_cover_percent,grass_cover,elevation,biome,latitude,longitude,collection_time,life_stage,sex_known,sex,BCS_known,horse_BCS,fecal_freshness,stud_pile
WPN12,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1726.131104,sagerush steppe,39.243963,-119.468033,44211.54429,Adult,y,stallion,y,5,1,y
WPN14,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1646.249634,sagerush steppe,39.191415,-119.539347,44211.69164,Adult,n,u,n,u,2,n
WPN15,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1466.097778,sagerush steppe,39.204945,-119.573002,44212.42878,Adult,y,stallion,y,5,1,n
WPN16,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1480.070435,sagerush steppe,39.203284,-119.577079,44212.45743,Adult,n,u,n,u,2,n
WPN17,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1475.731812,sagerush steppe,39.203269,-119.576142,44212.47229,Adult,n,u,n,u,2,n
WPN18,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1472.634033,sagerush steppe,39.203607,-119.576259,44212.47983,Adult,n,u,n,u,2,n
WPN19,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1471.598389,sagerush steppe,39.203598,-119.576092,44212.48065,Adult,n,u,n,u,1,n
WPN1,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1470.053345,sagerush steppe,39.203623,-119.576076,44212.48545,Adult,n,u,n,u,1,n
WPN2,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1740.060669,sagerush steppe,40.341064,-120.112836,44210.58992,Adult,n,u,n,u,2,n
WPN3,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1602.217529,sagerush steppe,39.247712,-119.476843,44211.41773,Adult,y,stallion,y,5,1,y
WPN4,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1690.891357,sagerush steppe,39.24452,-119.469125,44211.44718,Adult,y,stallion,y,5,1,y
WPN5,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1591.917236,sagerush steppe,39.247286,-119.477648,44211.41517,Adult,n,u,n,u,2,n
WPN6,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1692.418701,sagerush steppe,39.244507,-119.46912,44211.44748,Adult,n,u,n,u,2,y
WPN8,1,WPN,winter,pinyon_juniper,PN,wild,"Pine Nuts HMA, NV, feces",NV,9.3,low ,1689.484253,sagerush steppe,39.245817,-119.467962,44211.46203,Adult,y,stallion,y,5,1,y
WRR10,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1648.894287,desert,37.705974,-113.87308,44184.59128,Adult,y,stallion,y,6,1,n
WRR11,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1352.355347,desert,35.857251,-115.485873,44185.54339,Adult,n,u,n,u,2,n
WRR12,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1307.430298,desert,35.876762,-115.472701,44185.57556,Adult,y,mare,y,5,1,n
WRR13,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1306.235229,desert,35.876812,-115.472535,44185.57829,Adult,y,mare,y,5,1,n
WRR14,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1313.851685,desert,35.877989,-115.471111,44185.58973,Adult,y,stallion,y,5,1,n
WRR15,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1310.668945,desert,35.877774,-115.470581,44185.59258,Adult,y,stallion,y,5,1,n
WRR1,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1254.088989,desert,35.86839,-115.462059,44185.62602,Adult,y,stallion,y,5,1,n
WRR2,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1651.880249,desert,37.705527,-113.872759,44184.59476,Adult,y,mare,y,5,1,n
WRR3,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1424.130127,desert,35.894137,-115.479353,44185.43668,Adult,y,stallion,y,4,1,n
WRR4,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1448.293213,desert,35.894277,-115.479081,44185.44259,Adult,n,u,n,u,3,n
WRR5,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1448.14856,desert,35.894327,-115.479068,44185.44471,Adult,n,u,n,u,3,n
WRR6,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1346.675659,desert,35.865766,-115.481844,44185.50608,Adult,y,stallion,y,5,1,n
WRR7,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1346.230591,desert,35.865726,-115.481738,44185.50813,Adult,n,u,n,u,3,y
WRR8,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1343.104858,desert,35.865223,-115.481702,44185.5126,Adult,y,mare,y,3,1,n
WRR9,1,WRR,winter,mojave,RR,wild,"Red Rock HMA, NV, feces ",NV,8.4,low ,1352.982422,desert,35.857085,-115.485898,44185.5378,Adult,n,u,n,u,3,n
WSC10,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1038.505859,sagerush steppe,42.746059,-115.235476,44203.43149,Adult,n,u,n,u,2,y
WSC11,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1038.012329,sagerush steppe,42.746049,-115.235515,44203.43345,Adult,n,u,n,u,2,n
WSC12,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1037.509155,sagerush steppe,42.745827,-115.235813,44203.43662,Adult,n,u,n,u,2,n
WSC13,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1036.998169,sagerush steppe,42.745821,-115.235866,44203.43888,Adult,n,u,n,u,2,n
WSC14,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1035.981445,sagerush steppe,42.745807,-115.235764,44203.44087,Adult,n,u,n,u,2,n
WSC15,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1035.610107,sagerush steppe,42.745499,-115.235943,44203.44355,Adult,n,u,n,u,2,n
WSC16,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1150.401367,sagerush steppe,42.667205,-115.288485,44203.55262,Adult,n,u,n,u,2,y
WSC17,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1163.052002,sagerush steppe,42.668986,-115.298693,44203.57159,Adult,n,u,y,5,1,n
WSC18,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1161.556519,sagerush steppe,42.670048,-115.298893,44203.57907,Adult,y,mare,y,5,1,n
WSC2,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1050.494385,sagerush steppe,42.746296,-115.236394,44203.40141,Adult,n,u,n,u,2,n
WSC3,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1046.567871,sagerush steppe,42.746309,-115.236404,44203.40492,Adult,n,u,n,u,2,n
WSC5,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1043.572876,sagerush steppe,42.74644,-115.236298,44203.40778,Adult,n,u,n,u,2,n
WSC7,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1040.260864,sagerush steppe,42.746337,-115.236403,44203.41603,Adult,n,u,n,u,2,n
WSC8,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1034.321899,sagerush steppe,42.746609,-115.235124,44203.42508,Adult,n,u,n,u,2,n
WSC9,1,WSC,winter,n_great_basin,SC,wild,"Saylor Creek HMA, ID, feces",ID,26.9,high,1039.609497,sagerush steppe,42.746105,-115.235471,44203.42905,Adult,n,u,n,u,2,n
WSS10,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1480.868164,sagerush steppe,42.778876,-118.948657,44205.6499,Adult,n,u,n,u,2,n
WSS13,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1474.60083,sagerush steppe,42.788039,-118.948576,44205.71369,Adult,n,u,n,u,2,n
WSS15,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1482.616943,sagerush steppe,42.788265,-118.948077,44205.72039,Adult,n,u,n,u,2,n
WSS16,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1499.46228,sagerush steppe,42.788645,-118.946831,44205.72672,Adult,n,u,n,u,2,n
WSS17,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1402.379761,sagerush steppe,42.74396,-118.98606,44206.41802,Adult,n,u,n,u,1,n
WSS18,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1402.910522,sagerush steppe,42.743666,-118.986985,44206.42164,Adult,n,u,n,u,2,n
WSS19,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1429.723511,sagerush steppe,42.719263,-118.991192,44206.43877,Adult,y,stallion,y,5,1,n
WSS1,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1423.849976,sagerush steppe,42.718485,-118.990423,44206.50983,Adult,n,u,n,u,2,n
WSS21,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1407.229492,sagerush steppe,42.721051,-118.993529,44206.5253,Adult,n,u,n,u,2,n
WSS22,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1410.095703,sagerush steppe,42.721032,-118.992704,44206.52986,Adult,n,u,n,u,2,u
WSS23,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1411.963013,sagerush steppe,42.720108,-118.992929,44206.53788,Adult,n,u,y,5,1,n
WSS5,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1496.443604,sagerush steppe,42.773315,-118.94668,44205.67606,Adult,n,u,n,u,1,n
WSS6,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1497.078613,sagerush steppe,42.773368,-118.946622,44205.677,Adult,n,u,n,u,2,n
WSS7,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1482.973145,sagerush steppe,42.778585,-118.947369,44205.68872,Adult,n,u,n,u,2,u
WSS9,1,WSS,winter,n_great_basin,SS,wild,"South Steens HMA, OR, feces",OR,22.4,high,1471.137085,sagerush steppe,42.787737,-118.94867,44205.71105,Adult,n,u,n,u,2,n
WSW10,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1162.03125,sagerush steppe,43.68282,-118.442034,44206.71016,Adult,y,mare,y,5,1,n
WSW11,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1159.546631,sagerush steppe,43.683678,-118.441336,44206.71451,Adult,n,u,n,u,2,n
WSW12,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1159.987671,sagerush steppe,43.683729,-118.441416,44206.71516,Adult,n,u,n,u,2,n
WSW13,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1125.905273,sagerush steppe,43.693989,-118.435423,44207.42646,Adult,n,u,y,5,1,n
WSW14,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1124.825562,sagerush steppe,43.693998,-118.435435,44207.42682,Adult,n,u,y,5,1,n
WSW15,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1135.946289,sagerush steppe,43.688364,-118.432528,44207.44037,Adult,n,u,n,u,2,n
WSW16,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1128.273682,sagerush steppe,43.689061,-118.433249,44207.44382,Adult,n,u,n,u,2,y
WSW17,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1129.148926,sagerush steppe,43.689096,-118.433265,44207.44514,Adult,n,u,n,u,2,n
WSW18,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1131.531006,sagerush steppe,43.694993,-118.439239,44207.47833,Adult,y,mare,y,6,1,n
WSW19,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1161.751709,sagerush steppe,43.686874,-118.437989,44207.51581,Adult,n,u,n,u,1,n
WSW2,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1132.734009,sagerush steppe,43.695515,-118.442141,44206.66676,Adult,n,u,n,u,2,y
WSW6,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1145.464111,sagerush steppe,43.693734,-118.444125,44206.68434,Adult,n,u,n,u,2,n
WSW7,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1140.886963,sagerush steppe,43.693902,-118.443468,44206.68692,Adult,n,u,n,u,2,n
WSW8,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1134.533691,sagerush steppe,43.695737,-118.441876,44206.69159,Adult,n,u,n,u,2,n
WSW9,1,WSW,winter,n_great_basin,SW,wild,"Stinkingwater HMA, OR, feces ",OR,30.7,high,1135.28833,sagerush steppe,43.69575,-118.441861,44206.69191,Adult,n,u,n,u,2,y
WTP10,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1483.579468,sagerush steppe,40.457207,-120.076652,44209.38903,Adult,n,u,n,u,1,n
WTP11,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1568.06897,sagerush steppe,40.414848,-119.985351,44209.50957,Adult,n,u,n,u,2,n
WTP12,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1570.382446,sagerush steppe,40.415164,-119.984234,44209.49587,Adult,n,u,n,u,2,y
WTP13,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1570.923706,sagerush steppe,40.415454,-119.984221,44209.49865,Adult,n,u,n,u,2,n
WTP14,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1570.633911,sagerush steppe,40.415427,-119.984377,44209.5019,Adult,n,u,n,u,3,n
WTP15,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1571.653442,sagerush steppe,40.415674,-119.98422,44209.50397,Adult,n,u,n,u,2,n
WTP16,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1572.754395,sagerush steppe,40.415715,-119.984195,44209.50606,Adult,n,u,n,u,2,n
WTP1,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1789.631836,sagerush steppe,38.56512,-113.18509,44179.47363,Adult,n,u,n,u,3,n
WTP2,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1487.489014,sagerush steppe,40.45713,-120.076509,44209.39098,Adult,n,u,n,u,1,n
WTP4,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1541.82605,sagerush steppe,40.448969,-120.050333,44209.40819,Adult,n,u,n,u,3,y
WTP5,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1550.955688,sagerush steppe,40.442908,-120.047906,44209.41438,Adult,n,u,n,u,3,y
WTP6,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1590.188354,sagerush steppe,40.438596,-120.018157,44209.44105,Adult,n,u,n,u,2,n
WTP7,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1566.671021,sagerush steppe,40.416179,-120.01216,44209.45222,Adult,n,u,n,u,4,y
WTP8,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1554.202271,sagerush steppe,40.413237,-119.989383,44209.48242,Adult,n,u,n,u,2,n
WTP9,1,WTP,winter,n_great_basin,TP,wild,"Twin Peaks HMA, CA, feces",CA,19.8,medium,1566.703735,sagerush steppe,40.414687,-119.985234,44209.48839,Adult,n,u,n,u,2,n
